Name	GWP_constr	GWP_op
NUCLEAR	707.879993	0.000000
CCGT	49.942082	0.000000
CCGT_AMMONIA	0.001357	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	10709.999592	0.000000
WIND_ONSHORE	1557.124991	0.000000
WIND_OFFSHORE	1245.700000	0.000000
HYDRO_RIVER	347.275489	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	0.001385	0.000000
IND_COGEN_WOOD	0.000232	0.000000
IND_COGEN_WASTE	0.000491	0.000000
IND_BOILER_GAS	0.000393	0.000000
IND_BOILER_WOOD	0.000460	0.000000
IND_BOILER_OIL	0.000413	0.000000
IND_BOILER_COAL	0.000000	0.000000
IND_BOILER_WASTE	27.203713	0.000000
IND_DIRECT_ELEC	2.328038	0.000000
DHN_HP_ELEC	169.393040	0.000000
DHN_COGEN_GAS	0.000848	0.000000
DHN_COGEN_WOOD	0.000197	0.000000
DHN_COGEN_WASTE	0.000421	0.000000
DHN_COGEN_WET_BIOMASS	0.000676	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000383	0.000000
DHN_BOILER_GAS	0.000085	0.000000
DHN_BOILER_WOOD	0.000140	0.000000
DHN_BOILER_OIL	0.000082	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.003806	0.000000
DEC_HP_ELEC	1492.808400	0.000000
DEC_THHP_GAS	0.003251	0.000000
DEC_COGEN_GAS	0.001895	0.000000
DEC_COGEN_OIL	0.001998	0.000000
DEC_ADVCOGEN_GAS	0.001250	0.000000
DEC_ADVCOGEN_H2	0.001517	0.000000
DEC_BOILER_GAS	0.000462	0.000000
DEC_BOILER_WOOD	0.000152	0.000000
DEC_BOILER_OIL	0.000402	0.000000
DEC_SOLAR	0.034000	0.000000
DEC_DIRECT_ELEC	0.000194	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
PLANE	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_ELEC	0.000000	0.000000
TRUCK_NG	0.000000	0.000000
HABER_BOSCH	0.000000	0.000000
CO2_TO_METHANOL	0.000000	0.000000
E_WOOD_TO_METHANOL	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
PHS	0.916298	0.000000
BATT_LI	0.003046	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000
TS_DEC_HP_ELEC	0.000000	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000
TS_DHN_DAILY	0.000000	0.000000
TS_DHN_SEASONAL	0.000000	0.000000
TS_HIGH_TEMP	0.000000	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
JETFUEL_STORAGE	0.000000	0.000000
WOOD_STORAGE	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
DHN	0.000000	0.000000
GRID	0.000000	0.000000
ALKALINE_ELECTROLYSIS	0.000000	0.000000
HT_ELECTROLYSIS	0.000000	0.000000
SMR	0.000000	0.000000
BIO_HYDROLYSIS	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
WOOD_TO_METHANE	0.000000	0.000000
CO2_TO_METHANE	0.000000	0.000000
E_WOOD_TO_METHANE	0.000000	0.000000
BIOMETHANATION	0.000000	0.000000
PYROLYSIS_TO_LFO	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000000	0.000000
ATM_CCS	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000
WOOD_TO_METHANOL	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
E_WOOD_TO_FT	0.000000	0.000000
WOOD_TO_FT	0.000000	0.000000
CO2_TO_FT	0.000000	0.000000
REFINERY_JETFUEL	0.000000	0.000000
REFINERY_GASOLINE	0.000000	0.000000
REFINERY_DIESEL	0.000000	0.000000
CEMENT_PROCESS	0.000000	0.000000
NATURAL_CO2_SEQUESTRATION	0.000000	0.000000
AGRICULTURE_EMISSIONS	0.000000	0.000000
BIOMASS_SEQUESTRATION	0.000000	0.000000
DAC_HT	0.000000	0.000000
DAC_LT	0.000000	0.000000
WOOD_GROWTH	0.000000	0.000000
WET_BIOMASS_GROWTH	0.000000	0.000000
SEQUESTRATION	0.000000	0.000000
GHG_EMISSIONS	0.000000	0.000000
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	0.000000	19847.092673
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	0.000000	5087.405581
WASTE	0.000000	12758.500333
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATMOSPHERE	0.000000	0.000000
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	0.000000	0.126455
APPLES	0.000000	0.146068
CEREALSTRAW	0.000000	546.746843
CHERRIES	0.000000	0.000000
MAIZESTRAW	0.000000	47.216010
OLIVES	0.000000	0.000000
OSR	0.000000	31.477367
RICESTRAW	0.000000	2.483867
VINEYARDS	0.000000	3.837848
MISCANTHUS	0.000000	0.009514
SWITCHGRASS	0.000000	0.009859
WILLOW	0.000000	0.007149
POPLAR	0.000000	0.006125
CP_RES	0.000000	0.000000
FUELWOOD_RES	0.000000	44.073297
LANDSCAPECARE	0.000000	37.655858
MSW	0.000000	777.070675
FUELWOODRW	0.000000	343.910223
OTHERSECRESID	0.000000	15.500218
SAWDUST	0.000000	3.747005
CP_RW	0.000000	0.000000
GRASS_FOR_BIOGAS	0.000000	61.089011
MAIZE_SILAGE	0.000000	56.245707
SUGARBEETTOPS	0.000000	39.395968
MANURE_LIQ	0.000000	196.872320
MANURE_SOL	0.000000	95.955535
SLUDGE	0.000000	0.076093
