Name	GWP_constr	GWP_op
NUCLEAR	707.879986	0.000000
CCGT	55.019465	0.000000
CCGT_AMMONIA	0.000363	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	10709.996831	0.000000
WIND_ONSHORE	1557.124983	0.000000
WIND_OFFSHORE	1078.603388	0.000000
HYDRO_RIVER	347.275443	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	0.000769	0.000000
IND_COGEN_WOOD	0.000152	0.000000
IND_COGEN_WASTE	0.000266	0.000000
IND_BOILER_GAS	0.000166	0.000000
IND_BOILER_WOOD	0.000219	0.000000
IND_BOILER_OIL	0.000173	0.000000
IND_BOILER_COAL	0.000000	0.000000
IND_BOILER_WASTE	27.203625	0.000000
IND_DIRECT_ELEC	1.569864	0.000000
DHN_HP_ELEC	159.376294	0.000000
DHN_COGEN_GAS	0.000589	0.000000
DHN_COGEN_WOOD	0.000123	0.000000
DHN_COGEN_WASTE	0.000235	0.000000
DHN_COGEN_WET_BIOMASS	0.000407	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000322	0.000000
DHN_BOILER_GAS	0.000049	0.000000
DHN_BOILER_WOOD	0.000090	0.000000
DHN_BOILER_OIL	0.000049	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000556	0.000000
DEC_HP_ELEC	1492.808045	0.000000
DEC_THHP_GAS	0.001918	0.000000
DEC_COGEN_GAS	0.001012	0.000000
DEC_COGEN_OIL	0.000991	0.000000
DEC_ADVCOGEN_GAS	0.000612	0.000000
DEC_ADVCOGEN_H2	0.000640	0.000000
DEC_BOILER_GAS	0.000202	0.000000
DEC_BOILER_WOOD	0.000078	0.000000
DEC_BOILER_OIL	0.000176	0.000000
DEC_SOLAR	0.010846	0.000000
DEC_DIRECT_ELEC	0.000094	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
PLANE	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_ELEC	0.000000	0.000000
TRUCK_NG	0.000000	0.000000
HABER_BOSCH	0.000000	0.000000
CO2_TO_METHANOL	0.000000	0.000000
E_WOOD_TO_METHANOL	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
PHS	0.916299	0.000000
BATT_LI	0.001211	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000
TS_DEC_HP_ELEC	0.000000	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000
TS_DHN_DAILY	0.000000	0.000000
TS_DHN_SEASONAL	0.000000	0.000000
TS_HIGH_TEMP	0.000000	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
JETFUEL_STORAGE	0.000000	0.000000
WOOD_STORAGE	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
DHN	0.000000	0.000000
GRID	0.000000	0.000000
ALKALINE_ELECTROLYSIS	0.000000	0.000000
HT_ELECTROLYSIS	0.000000	0.000000
SMR	0.000000	0.000000
BIO_HYDROLYSIS	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
WOOD_TO_METHANE	0.000000	0.000000
CO2_TO_METHANE	0.000000	0.000000
E_WOOD_TO_METHANE	0.000000	0.000000
BIOMETHANATION	0.000000	0.000000
PYROLYSIS_TO_LFO	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000000	0.000000
ATM_CCS	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000
WOOD_TO_METHANOL	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
E_WOOD_TO_FT	0.000000	0.000000
WOOD_TO_FT	0.000000	0.000000
CO2_TO_FT	0.000000	0.000000
REFINERY_JETFUEL	0.000000	0.000000
REFINERY_GASOLINE	0.000000	0.000000
REFINERY_DIESEL	0.000000	0.000000
CEMENT_PROCESS	0.000000	0.000000
NATURAL_CO2_SEQUESTRATION	0.000000	0.000000
AGRICULTURE_EMISSIONS	0.000000	0.000000
BIOMASS_SEQUESTRATION	0.000000	0.000000
DAC_HT	0.000000	0.000000
DAC_LT	0.000000	0.000000
WOOD_GROWTH	0.000000	0.000000
WET_BIOMASS_GROWTH	0.000000	0.000000
SEQUESTRATION	0.000000	0.000000
GHG_EMISSIONS	0.000000	0.000000
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	0.000000	19847.098931
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	0.000000	5087.405538
WASTE	0.000000	12758.500141
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATMOSPHERE	0.000000	0.000000
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	0.000000	0.126434
APPLES	0.000000	0.146057
CEREALSTRAW	0.000000	546.747433
CHERRIES	0.000000	0.000000
MAIZESTRAW	0.000000	47.216012
OLIVES	0.000000	0.000000
OSR	0.000000	31.477352
RICESTRAW	0.000000	2.483863
VINEYARDS	0.000000	3.837834
MISCANTHUS	0.000000	345.095083
SWITCHGRASS	0.000000	1383.837464
WILLOW	0.000000	0.022997
POPLAR	0.000000	0.013061
CP_RES	0.000000	0.000000
FUELWOOD_RES	0.000000	44.073283
LANDSCAPECARE	0.000000	37.655842
MSW	0.000000	777.072531
FUELWOODRW	0.000000	343.910216
OTHERSECRESID	0.000000	15.500200
SAWDUST	0.000000	3.746987
CP_RW	0.000000	0.000000
GRASS_FOR_BIOGAS	0.000000	61.088809
MAIZE_SILAGE	0.000000	56.245654
SUGARBEETTOPS	0.000000	39.395743
MANURE_LIQ	0.000000	196.872068
MANURE_SOL	0.000000	95.955518
SLUDGE	0.000000	0.076086
